@relation new

@attribute year numeric
@attribute iso_code {ALB,DZA,AGO,ARG,ARM,AUS,AUT,AZE,BHS,BHR,BGD,BRD,BLR,BEL,BLZ,BEN,BTN,BOL,BIH,BWA,BRA,BRN,BGR,BFA,BDI,KHM,CMR,CAN,CPV,CAF,TCD,CHL,CHN,COL,COD,COG,CRI,CIV,HRV,CYP,CZE,DNK,DOM,ECU,EGY,SLV,EST,ETH,FJI,FIN,FRA,GAB,GMB,GEO,DEU,GHA,GRC,GTM,GIN,GNB,GUY,HTI,HND,HKG,HUN,ISL,IND,IDN,IRN,IRQ,IRL,ISR,ITA,JAM,JPN,JOR,KAZ,KEN,KOR,KWT,KGZ,LAO,LVA,LBN,LSO,LBR,LBY,LTU,LUX,MKD,MDG,MWI,MYS,MLI,MLT,MRT,MUS,MEX,MDA,MNG,MNE,MAR,MOZ,MMR,NAM,NPL,NLD,NZL,NIC,NER,NGA,NOR,OMN,PAK,PAN,PNG,PRY,PER,PHL,POL,PRT,QAT,ROU,RUS,RWA,SAU,SEN,SRB,SYC,SLE,SGP,SVK,SVN,ZAF,ESP,LKA,SDN,SUR,SWZ,SWE,CHE,SYR,TWN,TJK,TZA,THA,TLS,TGO,TTO,TUN,TUR,UGA,UKR,ARE,GBR,USA,URY,VEN,VNM,YEM,ZMB,ZWE}
@attribute rank numeric
@attribute government_consumption numeric
@attribute transfers numeric
@attribute gov_enterprises numeric
@attribute top_marg_tax_rate numeric
@attribute size_government numeric
@attribute judicial_independence numeric
@attribute impartial_courts numeric
@attribute protection_property_rights numeric
@attribute military_interference numeric
@attribute integrity_legal_system numeric
@attribute legal_enforcement_contracts numeric
@attribute restrictions_sale_real_property numeric
@attribute reliability_police numeric
@attribute business_costs_crime numeric
@attribute gender_adjustment numeric
@attribute property_rights numeric
@attribute money_growth numeric
@attribute std_inflation numeric
@attribute inflation numeric
@attribute freedom_own_foreign_currency numeric
@attribute sound_money numeric
@attribute tariffs numeric
@attribute regulatory_trade_barriers numeric
@attribute black_market numeric
@attribute control_movement_capital_ppl numeric
@attribute trade numeric
@attribute credit_market_reg numeric
@attribute labor_market_reg numeric
@attribute business_reg numeric
@attribute regulation numeric
@attribute freedom numeric

@data
2013,ARG,153,5.752941,4.934996,6,4,5.171984,2.154742,2.100321,2.705497,7.5,3.3,4.772538,6.857195,2.80051,3.725329,0.810811,3.613184,6.328051,9.262495,4.4,1,6.247637,6.053689,5.25369,0,4.084457,3.847959,6.794012,4.926167,4.825748,5.515309,0
2013,ARM,17,8.223529,7.99504,10,6,8.054642,3.199651,3.556049,5.255962,5.833333,5,5.318215,9.801963,4.990241,7.562824,1,5.613138,9.41139,8.453809,8.841242,2,9.17661,8.898444,6.600878,10,6.819263,8.079647,9.463663,6.379253,6.77417,7.539029,1
2013,AUS,9,4.588235,6.798429,10,5.5,6.721666,8.146541,5.770616,7.512846,10,9.166667,6.163152,8.205655,8.42403,7.483568,1,7.874786,8.570297,8.929223,9.510022,2,9.252386,8.991956,7.386235,10,3.879927,7.564529,9.501405,7.024255,8.07916,8.201606,1
2013,AUT,25,3.852941,3.166135,10,3.5,5.129769,6.957153,5.801656,8.073971,10,10,6.378972,8.100494,8.233351,8.479242,1,8.00276,9.118603,9.793608,9.599969,2,9.628045,8.252222,7.316172,10,5.695093,7.815872,9.083052,6.086183,7.52266,7.563965,1
2013,AZE,123,5.529412,8.104656,0,6.5,5.033517,3.600841,4.469794,4.682007,5,5.833333,7.252962,9.707872,5.139398,7.787124,0.756757,5.218869,8.496707,4.058225,9.51524,1,6.767543,7.977778,5.980095,10,3.701775,6.914912,8,6.346477,6.880803,7.07576,1
2013,BHS,48,6.5,8.914706,7,10,8.103677,?,6.596738,?,10,7.5,5.490581,3.716887,?,?,0.945946,6.480819,9.085913,9.41762,9.926054,0,7.107397,3.281156,7.759811,10,5.384615,6.606395,8.622733,8.361606,8.015045,8.333128,1
2013,BHR,48,3.563565,9.581704,4,10,6.786317,5.686039,5.066079,7.077974,5,7.5,4.785814,8.855315,6.728068,5.818962,0.536585,4.824729,9.87063,5.613813,9.36215,2,8.711648,8.548267,7.376036,10,4.773456,7.67444,9.480614,8.317747,8.105714,8.634691,1
2013,BGD,113,9.823529,9.58169,7,9,8.851305,2.049619,3.13057,3.754502,4.166667,3.333333,0.941148,3.021865,2.617881,4.150056,0.810811,2.73288,8.85336,9.669531,8.494005,0,6.754224,6.673822,5.903137,10,4.321913,6.724718,7.863858,7.2293,5.28362,6.792259,1
2013,BRD,92,7.276471,5.968942,6,6,6.311353,7.118248,5.251674,6.694447,9.7,?,3.803003,5.929107,7.719306,5.247298,0.871795,6.020521,9.336898,8.843724,9.639199,0,6.954955,7.118311,7.840081,10,5.404571,7.590741,6,7.249484,6.369898,6.539794,1
2013,BEL,42,2.323529,2.431786,10,1,3.938829,7.783522,5.22133,7.414328,10,8.333333,5.583266,4.615816,7.823979,7.422323,1,7.1331,9.513222,9.838113,9.777553,2,9.782222,8.252222,7.515049,10,6.367872,8.033786,9.479413,7.044778,7.373691,7.965961,1
2013,BLZ,72,6.647059,8.685185,4,9,7.083061,7.377463,5.231475,7.351332,6.8,?,3.329066,7.307131,7.723071,7.558106,0.837838,6.05081,8.608053,9.670763,9.86949,0,7.037076,6.644578,7.142984,10,4.481869,7.067358,9.947942,6.981072,6.767817,7.898944,1
2013,BEN,108,6.064706,9.771475,6,3.5,6.334045,7.05728,4.776771,7.099979,7.1,?,1.068747,3.88617,7.916399,7.981496,0.666667,4.884046,9.321801,9.157865,9.805926,0,7.071398,6.9156,6.912467,10,3.330267,6.789584,10,5.503902,5.902138,7.135347,1
2013,BTN,80,5.041176,9.834226,6,9,7.468851,6.351407,4.397572,5.619542,8.4,?,7.365355,6.617714,6.558576,7.695621,0.923077,6.370888,9.674799,9.245751,8.598667,0,6.879804,9.82,4.959933,10,1.449741,6.557419,7.246927,8.63874,6.295209,7.393625,1
2013,BOL,110,6.264706,8.836512,0,10,6.275305,3.823075,4.265077,4.084681,5,4.166667,3.993334,6.735227,4.08998,4.350036,0.837838,4.13596,7.384808,7.490325,8.856884,2,8.433004,7.766244,5.494168,10,6.287609,7.387005,9,4.481548,3.756869,5.746139,1
2013,BIH,100,5.488235,5.460912,4,6.5,5.362287,3.507216,4.009745,3.68895,5.3,?,3.914579,7.83712,3.656264,4.626946,0.891892,4.320705,9.771036,9.659562,9.982672,1,8.603317,8.481067,6.184426,10,5.297924,7.490854,9.480411,6.870267,5.525725,7.292134,1
2013,BWA,53,3.882353,7.164033,7,9,6.761596,6.457826,5.207729,6.499661,8.333333,5.833333,3.336071,8.040084,5.424365,5.214137,0.972973,5.956903,8.355493,6.377414,8.823222,2,8.389032,6.060978,5.681075,10,7.279628,7.25542,9.333333,7.614933,6.984937,7.977734,1
2013,BRA,127,4.844118,6.69138,4,6,5.383874,4.255264,3.550848,4.989275,6.666667,3.333333,3.997439,8.579116,4.848202,3.718395,0.891892,4.618165,9.227665,9.524355,8.75962,1,8.12791,7.181556,6.472517,9.44906,5.433729,7.134215,6.926128,4.360985,3.714042,5.000385,1
2013,BRN,89,0,?,?,10,5,4.77871,4.00897,5.997354,8.333333,8.333333,4.171104,4.802773,5.550551,4.003645,0.794872,4.983738,8.803681,3.993678,9.923347,2,8.180177,8.66,6.244626,10,5.353498,7.564531,9.494626,8.150586,6.36674,8.003984,1
2013,BGR,48,5.617647,5.823797,8,8.5,6.985361,2.21512,2.697448,4.113326,8.333333,4.166667,4.767973,8.857745,3.775628,5.43135,0.891892,4.662314,8.764495,9.125396,9.821981,2,9.427968,8.252,6.391566,10,6.471841,7.778852,9.731561,7.392697,6.297473,7.807244,1
2013,BFA,131,4.264706,10,0,6,5.066176,1.85398,3.594627,4.163926,4.166667,5,2.139195,4.690603,5.077217,4.677293,0.891892,3.716885,8.997897,9.078482,9.892473,0,6.992213,7.313378,4.576866,10,4.510639,6.600221,9.342314,7.341669,5.605428,7.429804,0
2013,BDI,131,5.147059,10,2,6.5,5.911765,1.045913,3.186271,2.934324,2.9,?,2.654616,8.513442,1.930256,4.153009,0.897436,3.239615,8.821391,9.529189,8.409865,1,7.940111,6.897956,4.449499,10,4.711973,6.514857,5,7.741479,5.855519,6.198999,0
2013,KHM,63,9.805882,9.682359,2,10,7.87206,2.115392,3.126299,3.912923,5.9,?,1.824542,7.495313,3.2446,5.204018,1,4.102886,8.897667,9.686109,9.41148,2,9.498814,7.660756,6.136303,10,7.732901,7.88249,8.006711,6.750227,4.661074,6.472671,1
2013,CMR,133,7.314706,9.5671,7,4.5,7.095452,3.048734,4.045226,4.393359,5,3.333333,2.168526,3.374666,5.481523,5.661086,0.615385,3.27622,9.356719,8.894718,9.610971,0,6.965602,5.474667,5.79127,10,2.701982,5.99198,7.145062,7.289823,4.793967,6.409617,0
2013,CAN,7,3.529412,7.511503,8,6,6.260229,8.587814,6.916325,8.31506,10,9.166667,4.813897,8.603415,8.545693,6.980639,1,7.992168,8.92973,9.146355,9.812342,2,9.472107,7.010222,7.185178,10,6.42023,7.653907,10,8.351452,7.897278,8.749576,1
2013,CPV,98,4.808063,9.359981,0,5,4.792011,5.253688,4.191368,4.627296,8.5,?,6.058582,8.367985,5.712293,4.682549,1,5.92422,9.872181,9.401378,9.697569,1,8.492782,6.687378,6.202916,10,6.339064,7.30734,8.892471,4.310519,6.617644,6.606878,1
2013,CAF,139,8.844118,9.580096,8,7,8.356053,5.202476,2.3,4.791649,0.6,?,0.508171,4.933862,5.589909,4.823375,0.692308,3.040807,8.401001,8.917782,8.6896,0,6.502096,4.490222,3.332123,10,3.170238,5.248146,7.861667,3.706655,4.569254,5.379192,0
2013,TCD,152,8.911765,9.918256,4,1,5.957505,1.973985,2.04606,2.516519,3.4,?,2.223211,4.172023,2.74846,3.365791,0.710526,2.39966,8.157363,6.475729,9.97091,0,6.151,6.292,1.807743,10,2.221032,5.080194,6.559748,5.944582,3.573951,5.359427,0
2013,CHL,10,7,8.113711,10,7,8.028428,7.021313,5.416483,6.636407,7.5,7.5,5.109379,9.066918,8.809773,6.053641,0.897436,6.653034,8.563136,7.869876,9.641658,2,9.018667,9.468444,7.218111,10,6.486142,8.293175,9.226619,5.288992,7.678479,7.39803,1
2013,CHN,111,3.876471,8.294278,2,6,5.042687,4.977377,4.713309,5.812531,5,5.833333,6.067809,8.449994,5.499892,6.343013,0.891892,5.538751,9.983244,8.599869,9.473831,1,8.264236,8.110267,6.340057,10,2.522574,6.743225,7.209215,5.633054,6.177178,6.339816,1
2013,COL,94,5.111765,7.487635,8,5,6.39985,3.068462,3.722541,4.770642,3.333333,3.333333,2.089536,9.04019,5.073687,2.811578,0.864865,3.85854,8.716154,9.202059,9.595445,1,8.128414,8.015733,6.548985,10,5.667039,7.557939,9.173639,6.092884,6.894638,7.387054,1
2013,COD,145,6.958824,8.850409,4,4,5.952308,3.406102,2.8,4.725694,0,1.666667,0.970059,6.045677,5.257818,2.799172,0.589744,2.443894,7.677274,4.907181,9.673415,1,6.814467,7.736889,3.541725,10,2.307453,5.896517,6.333333,5.674673,4.997605,5.668537,0
2013,COG,155,4.970588,9.898215,0,3,4.467201,?,2.634247,?,0,3.333333,3.011738,3.960542,?,?,0.717949,2.223002,7.305292,3.78617,8.806214,0,4.974419,7.310222,2.600473,10,1.54361,5.363576,6.205318,6.157673,4.727845,5.696945,0
2013,CRI,35,5.352941,8.511793,10,6.5,7.591184,6.732958,4.884008,5.966562,10,5,3.523502,8.523296,6.588297,5.001558,0.864865,5.824613,9.265752,9.065374,8.955143,2,9.321567,8.001156,6.4501,10,7.933026,8.09607,6.858702,6.143361,6.770706,6.590923,1
2013,CIV,136,6.808824,9.847193,4,2,5.664004,3.710047,4.422964,4.221966,3.3,4.166667,3.974268,6.277395,4.662576,3.910986,0.918919,4.120011,8.623861,9.305288,9.486314,0,6.853866,6.497822,5.717969,10,3.143907,6.339924,8.81896,5.464782,5.318071,6.533938,0
2013,HRV,81,4.470588,4.458972,8,2,4.73239,3.592469,2.182411,4.65497,8.333333,7.5,5.315294,6.995699,5.739894,7.045819,0.945946,5.552421,7.897932,9.594357,9.558708,2,9.262749,8.280889,6.9843,10,5.443169,7.67709,9.055442,6.614389,6.16148,7.277104,1
2013,CYP,70,5.530694,6.218754,10,6.5,7.062362,5.774167,5.067873,5.548038,8.333333,8.333333,4.003515,6.430209,6.200822,7.787615,0.897436,6.05903,9.819804,9.40386,9.919989,0,7.285913,8.252,7.990559,10,4.538944,7.695376,8.438675,6.131974,7.146705,7.239118,1
2013,CZE,42,3.244118,3.01416,10,7,5.814569,4.779807,3.311061,5.005647,10,8.333333,3.854758,8.231573,5.114829,6.391012,0.918919,5.865711,8.926648,9.337669,9.713055,2,9.494343,8.252,6.634528,10,5.953565,7.710023,9.551417,8.126331,6.277509,7.985086,1
2013,DNK,18,1.352941,4.386141,7,2.5,3.80977,9.190283,5.565923,7.829906,10,10,5.958964,9.727176,8.404182,6.124447,1,8.088987,9.781137,9.443509,9.843477,2,9.767031,8.252,7.625542,10,7.384109,8.315413,9.94644,7.339571,8.004482,8.430164,1
2013,DOM,57,8.411765,9.26338,6,8,7.918786,2.477353,4.062032,4.709794,5,4.166667,4.512744,7.819907,2.604563,3.871165,1,4.358247,9.589497,9.331894,9.03381,2,9.4888,7.965867,7.015772,10,6.687389,7.917257,7.300648,6.400586,5.891081,6.530772,1
2013,ECU,137,6.188235,9.591281,0,5.5,5.319879,2.298856,3.636366,4.714015,2.5,4.166667,4.380511,8.638378,2.22156,3.696162,0.864865,3.755891,8.421304,9.311602,9.452274,0,6.796295,6.595511,5.785343,10,6.442928,7.205946,9.268667,4.699912,5.056864,6.341814,0
2013,EGY,130,8.058824,6.351391,4,7,6.352554,5.009591,3.74075,4.261457,1.7,5,3.408055,8.57925,3.890329,2.464742,0.567568,3.314027,8.081333,9.4921,8.104116,2,8.919387,5.051111,6.546365,10,4.628071,6.556387,4,5.034545,5.666345,4.900297,1
2013,SLV,60,8.382353,9.288063,8,8,8.417604,4.356478,4.037017,4.337119,4.166667,3.333333,3.833384,8.165021,4.532258,2.794551,1,4.395092,9.312748,8.934612,9.841498,2,9.522215,8.170667,6.483192,10,5.751283,7.601285,7.511749,4.461318,6.149655,6.040907,1
2013,EST,15,3.794118,6.593934,7,6.5,5.972013,7.780676,5.514862,6.970814,8.333333,6.666667,5.930983,9.537779,7.105797,7.512012,1,7.261436,6.318749,9.277274,9.442301,2,8.759581,8.252,7.865007,10,6.888747,8.251439,9.952379,6.307819,8.44629,8.235496,1
2013,ETH,143,8.735294,9.105665,4,5,6.71024,3.131707,3.109088,3.998831,1.666667,7.5,5.546759,8.534838,4.634726,6.628955,0.810811,4.502035,7.625926,4.627376,8.384306,0,5.159402,5.2248,4.361693,10,1.566112,5.288151,5.155498,7.514627,5.345285,6.005136,0
2013,FJI,108,5.208824,9.462711,8,5,6.917884,3.094464,3.688576,4.496259,6.2,?,5.109062,7.709819,4.903381,7.316598,0.914286,5.086994,5.476322,8.2821,9.418164,0,5.794147,4.977778,5.79108,10,4.841959,6.402704,9.732765,7.751835,6.436523,7.973708,1
2013,FIN,15,2.617647,3.438503,8,3.5,4.389038,9.2818,8.00097,8.977693,10,10,6.830351,8.080379,9.553438,8.898012,1,8.84696,8.989836,9.504192,9.704813,2,9.54971,8.249778,7.904316,10,5.830156,7.996063,9.482481,5.22391,8.473428,7.726606,1
2013,FRA,59,2.823529,2.710788,8,3.5,4.258579,6.614268,5.339887,7.571236,9.166667,8.333333,6.430501,7.068799,7.21367,5.489648,0.945946,6.83546,9.343063,9.830283,9.827279,2,9.750156,8.249778,7.108025,10,6.56797,7.981443,9.210848,5.333542,7.456025,7.333472,1
2013,GAB,144,2.667647,9.809264,4,3.5,4.994228,3.086732,3.772479,4.880825,3.333333,5,2.915889,3.053379,4.214662,5.738102,0.794872,3.589285,8.057153,3.769886,9.903971,0,5.432752,6.3076,6.29626,10,2.711641,6.328875,7.866321,7.434373,5.019281,6.773325,0
2013,GMB,51,8.714706,9.57951,4,8,7.573554,4.732775,4.721858,5.357133,3.333333,5.833333,5.094459,6.254445,6.035974,6.920742,0.948718,5.227333,9.174847,8.887726,8.860054,2,9.230657,6.476933,6.623515,10,8.057958,7.789602,6.333333,8.189753,5.750245,6.757777,1
2013,GEO,11,6.176471,7.235556,7,10,7.603007,4.73376,4.078121,4.764383,5.1,?,6.499993,9.94823,7.279154,7.145239,1,6.19361,7.910287,7.879473,9.89698,2,8.921685,9.378889,8.011912,10,7.184575,8.643844,9.77803,6.455134,7.766945,8.000036,1
2013,DEU,21,4.235294,3.076983,10,5,5.578069,8.140337,6.812488,7.731893,10,8.333333,6.620322,7.041665,8.186427,6.971276,1,7.759749,8.907351,9.763811,9.699056,2,9.592554,8.252,7.220664,10,5.764135,7.8092,8.333333,6.487237,7.919469,7.580013,1
2013,GHA,104,5.294118,9.637602,7,7,7.23293,5.6078,4.624539,5.471743,5,4.166667,3.716264,8.769053,5.138952,4.513775,0.974359,5.156235,6.418642,9.159769,7.678333,1,7.064186,7.306756,5.384425,10,4.008592,6.674943,7.557323,5.916446,6.413133,6.628967,1
2013,GRC,82,5.323529,3.874383,6,3.5,4.674478,4.431738,2.846349,4.844421,8.333333,7.5,4.125038,8.01133,5.627847,6.513369,1,5.803714,9.061843,9.289396,9.815746,2,9.541746,8.252,7.337262,10,5.391285,7.745137,8.706203,4.62809,6.511455,6.615249,1
2013,GTM,21,8.588235,9.878646,10,9.5,9.49172,3.323551,4.006265,4.742824,6.666667,4.17,3.389827,8.297316,3.17998,1.799526,0.945946,4.278482,9.346822,9.455809,9.131326,2,9.483489,8.585156,6.728773,10,7.683564,8.249373,9.066846,4.701193,6.562324,6.776788,1
2013,GIN,141,9.205882,?,6,4,6.401961,1.718737,2.250728,2.707965,3,?,5.650326,6.341517,3.394412,4.348711,0.72973,3.179718,7.482294,7.313756,7.622315,1,6.854591,7.4058,5.13168,5.8,2.430524,5.192001,10,5.346732,4.465994,6.604242,0
2013,GNB,149,8.061765,?,2,8.5,6.187255,0,2.7,0,0.833333,4.166667,3.480969,5.5518,0,0,0.794872,1.66851,7.895427,8.607963,9.859364,0,6.590689,7.4534,3.347378,10,0.772663,5.39336,9.525878,2.308431,4.718467,5.517592,0
2013,GUY,129,6.714706,?,0,5.5,4.071569,4.041209,4.161059,4.602724,6.666667,2.5,4.554788,7.070485,2.985697,4.502865,0.923077,4.389476,8.441823,8.592147,9.63351,1,7.91687,6.4832,6.387425,10,5.515671,7.096574,6.333333,7.7866,6.05277,6.724235,1
2013,HTI,116,9.338235,9.916894,0,8,6.813782,1.899282,2.133554,2.212925,0,2.5,3.8819,2.66615,3.357062,3.29664,0.891892,2.306796,7.950043,9.376937,8.829305,1,7.789071,8.3584,5.600247,10,7.65952,7.904542,8.083613,8.101145,4.774632,6.986463,1
2013,HND,65,6.764706,10,8,8.5,8.316176,3.047257,4.228776,4.486735,5.83,2.5,2.861204,7.710563,3.65458,2.274196,0.871795,3.805287,9.696074,8.840302,8.96762,2,9.375999,8.481244,6.540155,10,5.422106,7.610877,8.093898,5.245873,6.337681,6.559151,1
2013,HKG,1,8.135294,9.168103,8,10,8.825849,8.873609,7.77896,8.444036,8.333333,8.333333,6.463384,6.798001,8.685419,7.830656,1,7.94897,9.124089,9.296854,9.129646,2,9.387647,9.997778,8.433502,10,8.504954,9.234058,10,9.302483,8.947819,9.416767,1
2013,HUN,46,3.705882,4.742521,7,6.5,5.487101,5.065525,3.135768,4.557977,10,6.666667,6.576328,8.044606,5.244919,6.281802,1,6.174844,8.553512,9.742564,9.654832,2,9.487727,8.252,6.823803,10,6.022013,7.774454,9.619948,6.84953,6.799889,7.756456,1
2013,ISL,73,2.470588,7.713232,8,3.5,5.420955,7.519674,6.147719,7.144031,10,10,6.775095,8.750492,8.548716,8.501872,1,8.154178,9.487063,8.840183,9.223071,0,6.887579,6.237778,6.744071,10,3.981292,6.740785,7.888669,7.669093,8.067469,7.875077,1
2013,IND,116,7.338235,8.977771,7,8,7.829002,5.351264,4.676388,5.107791,6.666667,6.666667,2.593854,6.810757,4.715273,4.742056,0.8,4.733072,9.706363,9.35852,7.818471,0,6.720839,6.161111,6.301148,10,1.895943,6.089551,6.594549,6.835305,5.878303,6.436052,1
2013,IDN,74,7.647059,8.768292,7,7.5,7.728838,4.770645,4.990087,5.477624,4.166667,5,1.914979,5.93208,5.219782,5.455218,0.923077,4.586227,8.642468,9.193247,8.717323,2,9.138259,8.036756,6.137362,10,5.264671,7.359697,8.097598,4.54283,6.069413,6.236613,1
2013,IRN,150,6.808824,7.989101,7,7,7.199481,3.977945,3.086957,4.76105,7.5,6.666667,5.625799,5.854188,5.054629,4.324426,0.564103,4.071156,?,4.44194,2.146728,2,5.529556,4.066667,5.313421,5.855131,1.289379,4.131149,3.268221,4.60267,4.883004,4.251298,0
2013,IRL,6,3.529412,5.421072,10,4,5.737621,8.791472,6.351128,8.124875,10,10,3.931481,8.550025,8.519762,7.512447,1,7.975688,9.763808,9.188425,9.899464,2,9.712924,8.252,7.756279,10,8.734644,8.685731,7.97101,7.855963,8.4549,8.093957,1
2013,ISR,37,3.217647,7.134856,10,5,6.338126,7.952096,5.062307,6.346342,4.166667,8.333333,3.46274,6.06957,5.19069,6.397085,0.945946,5.727657,9.31053,9.338205,9.694825,2,9.58589,8.280711,7.015554,10,7.140408,8.109168,9.522458,5.386807,7.054799,7.321355,1
2013,ITA,61,4.617647,3.197319,10,3.5,5.328742,4.231529,1.894249,5.016938,10,6.666667,3.596415,8.251283,6.412295,5.43744,1,5.72298,9.838525,9.735385,9.756002,2,9.832478,8.252,6.477448,10,6.039396,7.692211,9.433074,6.554415,6.0821,7.35653,1
2013,JAM,52,7.20886,9.355005,7,7,7.640966,5.893207,4.100748,5.628675,10,4.17,2.757563,6.196871,4.273952,1.758688,0.914286,4.762286,7.702661,9.197258,8.131119,2,8.75776,7.3776,7.080029,10,5.307867,7.441374,9.666667,7.988158,6.080355,7.911726,1
2013,JPN,30,4.323529,3.66485,7,4,4.747095,8.603508,6.318057,8.240178,8.333333,8.333333,5.79501,7.847785,8.286454,6.998774,0.945946,7.433128,9.439539,9.69594,9.928106,2,9.765896,6.928889,6.745886,10,7.371562,7.761584,8.050361,8.327551,7.556518,7.978144,1
2013,JOR,24,6.397059,7.799966,10,9,8.299256,5.767853,5.661248,6.816881,7.5,6.666667,3.376287,7.137782,7.136462,6.785423,0.512821,4.777874,9.441082,9.160583,8.906202,2,9.376967,7.100889,6.850328,10,7.601709,7.888231,8.176303,8.429561,7.072881,7.892915,1
2013,KAZ,65,6.794118,8.652579,6,9,7.611674,4.064125,4.40623,5.185704,8.333333,5.833333,6.33941,9.759237,4.693214,6.338252,0.783784,5.445777,9.862084,7.202881,8.83266,2,8.974406,6.429422,3.248051,10,3.075609,5.68827,9.333333,7.634455,6.777369,7.915053,1
2013,KEN,67,7.332353,9.95871,6,8,7.822766,5.215772,4.899362,5.34597,6.666667,3.333333,4.092266,7.225797,4.784988,3.279881,0.945946,4.848004,8.287974,8.411037,8.856345,2,8.888839,6.810489,5.69274,10,4.455208,6.739609,7.990611,7.810027,6.100589,7.300409,1
2013,KOR,44,5.117647,7.149181,8,6,6.566707,4.17582,3.53266,5.355346,6.666667,8.333333,8.105417,8.191278,6.04325,5.567343,0.918919,5.966891,9.230243,9.462422,9.738427,2,9.607773,5.615556,7.086486,10,7.163925,7.466492,9.333333,4.511961,7.757156,7.200817,1
2013,KWT,85,0.158824,7.940482,7,10,6.274826,6.438136,4.524217,5.721076,8.333333,8.333333,5.056707,8.94738,5.668701,7.07598,0.513514,5.053358,8.448627,3.280895,9.459459,2,7.797245,8.858133,6.111139,10,4.612906,7.395545,10,7.028569,5.956394,7.661654,1
2013,KGZ,88,7.058824,8.818362,7,8.5,7.844296,2.527436,2.913614,3.622128,3.9,?,6.256998,9.80689,3.426501,5.371022,0.783784,4.216931,7.75671,6.731988,8.678693,2,8.291848,8.469244,3.209689,10,5.616902,6.823959,7.765882,6.13516,5.970962,6.624002,1
2013,LVA,18,5.214706,7.00154,8,6.5,6.679062,5.009528,3.329766,5.98576,8.333333,8.333333,5.526467,9.002391,6.069024,6.95399,1,6.504844,7.953478,8.749209,10,2,9.175672,8.252,7.39134,10,7.119418,8.190689,9.132157,6.917941,7.52235,7.857482,1
2013,LBN,76,7.852941,7.397856,10,9,8.562699,1.762454,2.200767,4.213147,3.333333,6.666667,3.159426,7.588123,2.934315,4.307892,0.783784,3.58403,9.410347,9.222997,9.78,2,9.603336,7.314222,6.149496,10,5.189147,7.163216,5,7.923823,4.821312,5.915045,1
2013,LSO,121,3.805882,8.893185,0,7,4.924767,5.131386,4.276695,4.327099,7.2,?,3.927906,6.426158,6.107736,4.885329,0.885714,4.983272,9.026503,9.601988,9.014332,1,8.160706,4.680533,5.187816,10,4.328458,6.049202,9.666667,6.427191,6.303395,7.465751,1
2013,LBY,154,0,?,?,9.5,4.75,3.398277,2.332075,3.278082,1.5,?,3.623948,?,1.672884,2.451828,0.804878,2.353702,7.749382,1.019891,9.478836,1,5.812027,?,5.237206,10,1.289801,5.509002,6.666667,6.898076,2.803987,5.456243,0
2013,LTU,13,5.552492,6.251157,10,7,7.200912,4.410159,3.549437,5.413743,8.333333,6.666667,6.769742,9.689783,5.51235,6.398915,1,6.304903,7.953799,8.841623,9.784178,2,9.1449,8.252,6.979378,10,5.639328,7.717677,9.637771,7.356432,7.684472,8.226225,1
2013,LUX,28,1.264706,3.471933,8,5.5,4.55916,8.328181,7.070982,8.517173,10,10,7.456059,6.179187,8.566278,8.448321,1,8.285131,8.036451,9.130275,9.653194,2,9.20498,8.252,8.151911,10,6.687692,8.272901,9.333333,5.893281,8.030147,7.752254,1
2013,MKD,61,5.997059,4.554431,6,8.5,6.262872,4.207348,4.187651,5.918341,5.3,?,4.16271,8.329377,5.863042,6.364494,0.891892,5.242073,9.41974,9.350933,9.443123,1,8.303449,8.241867,7.030109,10,5.840486,7.778115,9.413974,7.559655,8.101383,8.358338,1
2013,MDG,102,8.838235,9.871935,8,8.5,8.802542,1.950983,3.015117,3.44049,1.666667,4.166667,2.423723,5.248602,3.009973,4.479592,0.717949,2.806156,8.963885,9.43355,8.834714,1,8.058037,6.766267,6.016764,10,5.074548,6.964394,8.065863,4.937192,6.041363,6.348139,1
2013,MWI,135,6.655882,9.152292,2,6,5.952043,4.998692,4.363618,4.789863,6.666667,4.2,3.010297,8.071401,4.941268,4.33472,0.942857,4.897784,7.381478,6.070705,4.543333,1,5.748879,7.110578,5.476135,8.01661,4.743256,6.336645,7.015982,7.14999,5.894578,6.68685,0
2013,MYS,70,5.588235,8.579945,4,8,6.542045,6.449883,6.728578,7.159972,8.333333,6.666667,4.99526,8.660113,6.88654,6.480815,0.675676,5.805393,8.799734,8.039389,9.578998,0,6.60453,7.131111,7.787384,10,6.020368,7.734716,9.48735,8.043462,8.501753,8.677521,1
2013,MLI,133,6.717647,9.729554,4,3.5,5.9868,3.449448,4.080705,4.001952,4.2,5,2.632466,5.474516,4.704278,3.086928,0.666667,3.391694,8.456555,9.090166,9.879831,0,6.856638,7.517822,4.763574,10,5.086342,6.841935,9.171995,5.280736,5.516884,6.656538,0
2013,MLT,21,4.041439,6.067918,6,7,5.777339,6.015308,4.893327,6.737992,10,8.333333,4.477411,8.040084,7.105011,7.789913,1,7.043598,8.571907,9.802605,9.725019,2,9.524883,8.252,7.194446,10,7.130314,8.14419,9.330418,7.484462,6.554419,7.789766,1
