@relation new

@attribute year numeric
@attribute iso_code {ALB,DZA,AGO,ARG,ARM,AUS,AUT,AZE,BHS,BHR,BGD,BRD,BLR,BEL,BLZ,BEN,BTN,BOL,BIH,BWA,BRA,BRN,BGR,BFA,BDI,KHM,CMR,CAN,CPV,CAF,TCD,CHL,CHN,COL,COD,COG,CRI,CIV,HRV,CYP,CZE,DNK,DOM,ECU,EGY,SLV,EST,ETH,FJI,FIN,FRA,GAB,GMB,GEO,DEU,GHA,GRC,GTM,GIN,GNB,GUY,HTI,HND,HKG,HUN,ISL,IND,IDN,IRN,IRQ,IRL,ISR,ITA,JAM,JPN,JOR,KAZ,KEN,KOR,KWT,KGZ,LAO,LVA,LBN,LSO,LBR,LBY,LTU,LUX,MKD,MDG,MWI,MYS,MLI,MLT,MRT,MUS,MEX,MDA,MNG,MNE,MAR,MOZ,MMR,NAM,NPL,NLD,NZL,NIC,NER,NGA,NOR,OMN,PAK,PAN,PNG,PRY,PER,PHL,POL,PRT,QAT,ROU,RUS,RWA,SAU,SEN,SRB,SYC,SLE,SGP,SVK,SVN,ZAF,ESP,LKA,SDN,SUR,SWZ,SWE,CHE,SYR,TWN,TJK,TZA,THA,TLS,TGO,TTO,TUN,TUR,UGA,UKR,ARE,GBR,USA,URY,VEN,VNM,YEM,ZMB,ZWE}
@attribute rank numeric
@attribute government_consumption numeric
@attribute transfers numeric
@attribute gov_enterprises numeric
@attribute top_marg_tax_rate numeric
@attribute size_government numeric
@attribute judicial_independence numeric
@attribute impartial_courts numeric
@attribute protection_property_rights numeric
@attribute military_interference numeric
@attribute integrity_legal_system numeric
@attribute legal_enforcement_contracts numeric
@attribute restrictions_sale_real_property numeric
@attribute reliability_police numeric
@attribute business_costs_crime numeric
@attribute gender_adjustment numeric
@attribute property_rights numeric
@attribute money_growth numeric
@attribute std_inflation numeric
@attribute inflation numeric
@attribute freedom_own_foreign_currency numeric
@attribute sound_money numeric
@attribute tariffs numeric
@attribute regulatory_trade_barriers numeric
@attribute black_market numeric
@attribute control_movement_capital_ppl numeric
@attribute trade numeric
@attribute credit_market_reg numeric
@attribute labor_market_reg numeric
@attribute business_reg numeric
@attribute regulation numeric
@attribute freedom numeric

@data
2010,BHS,37,6.558824,8.970572,7,10,8.132349,?,6.8,?,10,7.5,5.490581,3.059465,?,?,0.945946,6.392441,9.932793,9.529561,9.731195,0,7.298387,3.274533,7.759811,10,4.367138,6.350371,9.207726,8.861606,8.097964,8.722432,1
2010,BHR,29,4.735294,9.439237,4,10,7.043633,7.175226,6.020408,7.863732,5,8.333333,4.785814,8.526603,7.9606,7.314192,0.536585,5.376334,8.560954,5.400266,9.607623,2,8.392211,8.218667,8.292027,10,5.399473,7.977542,8.473762,8.869321,8.387641,8.576908,1
2010,BGD,109,9.794118,9.564033,8,9,9.089538,3.702299,3.702502,4.442021,4.166667,3.333333,1.153813,3.200193,3.443062,5.322629,0.814815,3.273373,8.078485,9.479346,8.374665,0,6.483124,6.414711,5.724595,10,2.003266,6.035643,8.263368,6.682905,5.695861,6.880711,1
2010,BRD,92,5.558824,6.226975,7,5,5.94645,8.195115,6.256513,8.044027,9.2,?,?,?,8.337407,6.698515,0.871795,7.289327,9.22283,8.255737,8.835156,0,6.578431,5.796444,5.791057,10,5.616207,6.800927,6.161334,6.929855,6.479095,6.523428,1
2010,BEL,36,2.532353,2.427793,10,1,3.990036,7.114244,5.216185,7.278484,10,8.333333,5.583266,4.615816,7.699956,7.872712,0.961538,6.943192,9.349401,9.865378,9.562277,2,9.694264,8.34067,8.342328,10,6.094065,8.194266,9.602763,7.383194,7.377305,8.121087,1
2010,BLZ,100,6.205882,8.746933,6,?,6.984272,3.42768,3.478203,4.732722,6.3,?,3.329066,7.321103,3.242938,3.025342,0.837838,4.003851,9.797713,9.303043,9.82134,0,7.230524,6.483556,5.494406,10,3.453833,6.357949,9.616795,8.197959,6.257639,8.024131,1
2010,BEN,125,6.273529,9.637057,2,7,6.227647,3.471187,3.92736,5.549575,7.1,?,1.068747,3.853299,6.040461,5.171656,0.862069,4.210869,8.729111,8.945727,9.538529,0,6.803342,6.7956,5.350948,10,2.236928,6.095869,10,5.949966,4.731013,6.89366,1
2010,BOL,109,6.420588,8.836512,0,10,6.314275,3.366327,3.199751,2.802272,5,4.166667,3.993334,6.683456,2.846843,4.772267,0.888889,3.864973,7.580703,7.715247,9.499647,2,8.698899,7.924111,5.757951,10,4.318132,7.000048,9,4.544587,4.007553,5.850713,1
2010,BIH,92,5.641176,5.996458,4,6.5,5.534409,3.444362,3.094581,3.217777,4.5,?,3.525707,7.634156,5.402937,5.758827,0.962963,4.487621,9.883081,8.616521,9.562292,1,8.265474,8.44,6.783252,10,5.014307,7.55939,9.259909,7.289122,5.345064,7.298032,1
2010,BWA,67,2.029412,7.164033,4,9,5.548361,7.27419,6.322354,6.860499,10,5.833333,4.046978,8.054056,6.45498,6.41264,0.962963,6.680512,8.371075,6.080355,8.610225,2,8.265414,5.977333,5.806222,10,6.463393,7.061737,8.280915,7.351805,7.054734,7.562485,1
2010,BRA,103,4.705882,7.260742,8,8,6.991656,4.560976,4.297012,5.687347,6.666667,3.333333,3.997439,8.506894,5.417258,3.96983,0.962963,5.064091,8.545827,9.330648,8.992337,1,7.967203,7.200356,6.480042,9.782981,5.124751,7.147032,7.052726,4.500548,3.904075,5.15245,1
2010,BRN,63,0,?,?,10,5,6.276264,5.278565,6.062548,8.333333,8.333333,4.171104,4.802773,7.008208,8.381308,0.794872,5.848035,8.863205,4.452256,9.928626,2,8.311022,8.695,6.874774,10,5.342563,7.728084,9.2998,9.009411,7.059127,8.456112,1
2010,BGR,46,5.726471,5.606267,7,7.5,6.458184,3.227343,2.908292,3.822653,8.333333,4.166667,4.767973,8.730378,3.988049,4.94112,0.961538,4.891402,9.885687,8.643479,9.512198,2,9.510341,9.14987,6.285,10,6.331503,7.941593,9.486572,7.683651,5.999062,7.723095,1
2010,BFA,131,4.5,9.956403,0,?,4.818801,2.584765,3.583348,5.487462,4.166667,5.833333,2.139195,4.677441,4.402886,6.118363,0.962963,4.252373,8.4083,9.237755,9.847154,0,6.873302,7.177822,4.799193,10,2.275777,6.063198,9.381414,7.764664,5.844093,7.66339,0
2010,BDI,146,3.5,9.725854,0,?,4.408618,1.143348,2.63779,2.840015,2.2,?,2.654616,6.382689,1.99044,4.009264,0.862069,2.776596,7.478423,6.828797,8.71975,1,7.006742,4.643294,3.968597,10,1.164779,4.944167,7.598599,7.793813,4.938689,6.777033,0
2010,KHM,62,9.635294,9.89346,2,10,7.882189,3.461085,4.881802,4.625488,4.7,?,2.442529,7.528184,3.969133,5.311679,1,4.614988,9.427186,8.430568,9.200754,2,9.264627,8.553333,6.089861,10,4.51375,7.289236,7.294462,6.46632,5.212912,6.324565,1
2010,CMR,123,7.658824,9.5671,8,4.5,7.431481,2.864933,3.833095,4.380307,5.833333,3.333333,2.168526,3.242371,4.500643,5.851748,0.758621,3.518051,8.324032,8.87756,9.744924,0,6.736629,5.502133,6.569785,10,2.577523,6.16236,7.500501,7.561614,4.587048,6.549721,1
2010,CAN,6,3.729412,6.941689,7,6,5.917775,8.883324,7.08422,8.323835,10,9.166667,4.813897,9.087033,8.851474,7.193246,1,8.155966,9.545015,8.638569,9.644626,2,9.457053,7.253289,7.575297,10,6.518064,7.836662,9.360977,8.513312,8.238184,8.704158,1
2010,CPV,108,3.323529,9.338147,4,5,5.415419,5.269661,4.368217,4.661621,8.5,?,6.058582,8.13215,5.790549,5.359455,1,6.017529,9.465933,9.577506,9.584267,0,7.156927,6.599467,6.155169,10,3.455589,6.552556,8.82113,4.633953,6.767895,6.740993,1
2010,CAF,149,9.323529,9.650954,2,5,6.493621,?,3.3,?,0.6,?,0.508171,4.966734,?,?,0.692308,1.983153,8.687444,9.39129,9.701353,0,6.945022,6.093244,1.765549,10,0.769231,4.657006,7.434434,3.443392,4.476625,5.11815,0
2010,TCD,143,8.458824,9.918256,6,?,8.125693,2.672174,3.183513,2.611675,2.2,?,2.223211,4.168434,2.743747,4.829238,0.793103,2.760482,9.435021,6.167639,9.584,0,6.296665,6.3126,2.046274,10,1.76743,5.031576,6.034701,5.990887,2.981503,5.002364,0
2010,CHL,8,6.735294,7.902725,10,7,7.909505,7.44565,6.189764,6.727871,7.5,7.5,5.109379,8.986799,8.707388,6.346431,0.896552,6.797376,8.368109,7.682755,9.718007,2,8.942218,9.466222,7.776423,10,5.757235,8.24997,8.941046,6.239555,7.46258,7.547727,1
2010,CHN,115,3.941176,8.294278,0,6,4.558864,4.888875,5.210736,6.736122,5,6.666667,6.730397,8.268562,5.95287,6.772675,0.962963,6.131741,8.572592,8.631619,9.337091,1,7.885325,8.131022,6.383908,10,2.189825,6.676189,6.760093,5.6603,5.692136,6.03751,1
2010,COL,84,5.529412,8.101635,10,5,7.157762,4.172988,3.926427,4.854889,3.333333,3.333333,2.089536,9.059089,5.556678,2.92612,0.962963,4.280611,8.965863,9.301051,9.544356,1,8.202818,7.307778,6.561611,9.023136,4.884442,6.944242,8.487335,5.924533,6.976085,7.129317,1
2010,COD,144,8.720588,8.850409,2,2.5,5.517749,?,2.7,?,5,1.666667,0.867415,6.744205,?,?,0.689655,2.868745,5.545894,7.414872,8.58,2,7.885192,7.736889,2.541535,10,0.384615,5.16576,6.333333,5.666667,4.428999,5.476333,0
2010,COG,150,5.505882,9.673478,2,3.5,5.16984,?,3.6,?,3.333333,3.333333,3.011738,3.960542,?,?,0.793103,3.091121,7.561153,2.206818,9,0,4.691993,7.346178,2.100921,10,0.769231,5.054082,6.333333,6.478421,4.262024,5.691259,0
2010,CRI,48,5.485294,9.419619,10,6.5,7.851228,6.45894,4.730435,5.506947,10,5.833333,3.523502,8.504397,6.127183,4.275542,0.925926,5.880524,8.754922,9.357718,8.867954,1,7.995149,8.145422,6.713812,10,7.742471,8.150426,7.139187,6.212594,6.22056,6.524114,1
2010,CIV,137,7.247059,9.658856,6,2.5,6.351479,1.325825,2.865098,3.544123,2.5,4.166667,2.466256,4.259161,2.347013,3.090365,0.793103,2.646273,7.813281,8.753218,9.664867,0,6.557842,6.5956,5.486758,10,3.335223,6.354395,9.192161,5.776948,4.615834,6.528314,0
2010,HRV,88,4.323529,4.788011,8,1.5,4.652885,3.423667,2.805561,4.880197,8.333333,7.5,5.398195,6.390923,6.15826,6.965993,0.962963,5.655092,9.644361,9.233864,9.790387,1,8.417153,8.7328,6.558689,10,5.22936,7.630212,8.950251,6.385363,5.786426,7.04068,1
2010,CYP,14,5.179412,6.128065,10,7.5,7.201869,7.14817,6.069073,7.358589,8.333333,8.333333,4.003515,5.820506,7.083095,7.810916,0.897436,6.531452,9.031269,9.186478,9.523748,2,9.435374,8.34067,8.000059,10,6.314231,8.16374,8.795322,6.172498,7.034297,7.334039,1
2010,CZE,52,2.929412,2.908992,8,7,5.209601,4.507832,3.157623,5.144317,10,8.333333,3.854758,8.541385,4.379606,7.503237,0.962963,6.043973,8.800335,9.279018,9.718256,2,9.449402,8.34067,7.3892,10,5.432061,7.790483,9.325436,7.496912,6.025496,7.615948,1
2010,DNK,13,1.029412,3.389918,8,2.5,3.729833,9.255031,7.236113,8.416142,10,10,5.958964,9.500385,8.894201,8.726506,1,8.66526,9.483527,9.359816,9.540454,2,9.595949,8.34067,8.243019,10,6.941023,8.381178,9.660873,7.464553,8.282407,8.469278,1
2010,DOM,59,8.352941,9.383651,6,8,7.934148,2.820776,3.411444,4.79348,5,4.166667,4.512744,7.649814,1.615258,4.051015,1,4.224577,9.255754,8.966146,8.734014,2,9.238978,7.864889,6.83002,10,6.166202,7.715278,7.840783,6.39582,5.752576,6.66306,1
2010,ECU,135,7.420588,9.591281,2,5.5,6.127967,2.173568,2.412714,3.681359,2.5,4.166667,4.380511,9.007319,3.566138,3.835437,0.888889,3.748785,7.478033,8.749846,9.288775,0,6.379164,6.365511,5.175917,10,5.952622,6.873513,9.302908,4.314627,5.102278,6.239938,0
2010,EGY,109,7.941176,6.874659,4,7.5,6.578959,6.276873,4.240522,5.210085,4.166667,5.833333,3.408055,8.376286,4.817909,4.844829,0.740741,4.562149,8.306118,9.191783,7.746962,2,8.811216,4.962222,6.748011,10,3.561527,6.31794,5.897367,5.005395,5.493237,5.465333,1
2010,SLV,54,8.688235,9.159673,8,8,8.461977,3.135807,3.139644,4.60401,4.166667,2.5,3.833384,8.197892,3.57031,1.420921,1,3.840959,8.394659,8.850085,9.764133,2,9.252219,8.172,6.939419,10,4.679415,7.447708,8.516563,6.471782,6.160594,7.049646,1
2010,EST,10,3.502941,6.744687,7,6.5,5.936907,7.513784,5.519571,7.173061,8.333333,6.666667,5.906679,9.528329,7.519644,7.475039,1,7.292901,9.980145,8.35027,9.405187,2,9.4339,8.34067,8.498427,10,6.791803,8.407725,9.995846,5.906543,8.110645,8.004344,1
2010,ETH,138,8.029412,8.446322,0,7,5.868933,3.527705,4.473649,5.726579,1.666667,7.5,4.86848,8.534838,5.2128,7.473675,0.962963,5.341919,7.401228,5.801184,8.372612,0,5.393756,5.114533,4.089567,10,1.651787,5.213972,4.850582,7.579806,6.054633,6.161673,0
2010,FJI,73,6.338235,8.686649,8,7,7.506221,?,4,?,5.9,?,5.109062,8.057429,?,?,0.925926,5.553044,9.149357,8.625791,8.891898,0,6.666761,5.117778,6.883842,10,4.480338,6.620489,7.909425,9.00997,8.002857,8.307417,1
2010,FIN,12,2.714706,3.723433,8,3.5,4.484535,9.021217,7.919589,9.077049,10,10,6.830351,8.420566,9.50627,8.865533,1,8.848953,9.109904,9.601632,9.75696,2,9.617124,8.34067,8.730254,10,5.442436,8.12834,9.64496,5.628855,8.368726,7.880847,1
2010,FRA,35,2.964706,2.667575,8,5,4.65807,6.498959,6.375559,8.246186,9.166667,8.333333,6.912833,6.879806,7.328683,7.151792,0.962963,7.295005,9.353668,9.614722,9.694072,2,9.665615,8.34067,7.681329,10,6.326819,8.087204,8.87661,5.936481,7.401286,7.404792,1
2010,GAB,141,2.776471,9.809264,4,3.5,5.021434,?,4.7,?,3.333333,5,2.915889,5.811462,?,?,0.758621,3.826879,8.813172,4.087249,9.707691,0,5.652028,6.2976,7.113972,10,0.769231,6.045201,7.095329,8.709196,5.721343,7.175289,0
2010,GMB,49,8.705882,9.57951,4,?,7.428464,5.750094,5.983351,6.820568,3.333333,5.833333,4.890975,6.221574,6.443308,6.929679,0.948718,5.651955,8.912214,8.78547,8.990494,1,7.922044,6.472,6.524339,10,7.01727,7.503402,8.961595,8.097741,6.044507,7.701281,1
2010,GEO,27,5.452941,6.906816,4,10,6.589939,3.634607,3.779865,3.714943,4.5,?,6.499993,9.92933,6.626265,7.017687,1,5.712836,8.663311,7.972874,8.580116,2,8.804075,9.155867,7.507337,10,7.276465,8.484917,8.701312,7.408226,7.573316,7.894285,1
2010,DEU,19,4.244118,2.585831,10,5,5.457487,8.89045,6.610041,7.876437,10,8.333333,6.620322,7.534732,8.147857,7.716923,1,7.970011,8.862873,9.732591,9.772515,2,9.591995,8.34067,7.675366,10,5.549474,7.891377,7.927728,5.39725,7.729133,7.018037,1
2010,GHA,83,8.529412,9.651771,4,7,7.295296,5.118963,4.985035,5.028804,5,4.166667,5.396887,9.127328,5.832301,5.57287,0.965517,5.48476,6.151267,9.502355,7.858486,1,7.128027,7.150667,6.642379,10,4.00597,6.949754,7.747179,6.517824,6.344681,6.869895,1
2010,GRC,82,4.823529,4.051771,8,6,5.718825,3.88845,2.979104,5.77103,8.333333,7.5,4.125038,5.715279,5.027756,6.26498,1,5.511663,9.986802,9.615679,9.057667,2,9.665037,8.34067,6.872563,10,5.050418,7.565913,6,4.517107,6.260958,5.592688,1
2010,GTM,60,8.608824,9.882834,7,5.5,7.747914,2.745257,3.129427,4.308291,6.666667,2.5,3.389827,9.269477,2.137335,1.180313,0.962963,3.852489,9.144162,9.108775,9.228098,2,9.370259,8.542489,6.647469,10,7.422341,8.153075,9.118143,4.679243,6.10169,6.633025,1
2010,GNB,148,7.65,?,0,?,3.825,?,3.2,?,0.833333,4.166667,3.480969,2.546821,?,?,0.794872,2.553706,7.400805,8.16111,9.49643,0,6.264586,7.4534,6.862442,10,0.384615,6.175114,9.162663,3.462647,6.706925,6.444078,0
2010,GUY,117,7.25,?,0,5.5,4.25,3.774631,3.749224,4.424182,6.666667,2.5,4.554788,7.070485,3.691862,3.54229,0.923077,4.27074,8.44217,8.813417,9.582667,1,7.959564,6.4684,6.346363,10,5.225181,7.009986,8.429763,8.130276,6.176392,7.57881,1
2010,HTI,117,9.952941,9.916894,2,8,7.467459,1.228475,1.825662,1.95785,0,2.5,3.8819,2.830506,2.641193,2.259203,0.891892,2.010113,6.463291,6.781115,8.860698,2,8.026276,8.402,4.805469,10,4.1841,6.847892,8.166867,8.203971,3.717768,6.696202,1
2010,HND,54,6.341176,10,8,8.5,8.210294,4.330303,4.057612,4.553765,5.833333,2.5,2.861204,7.691663,4.342654,2.436473,0.896552,4.067788,9.195767,9.150156,9.05989,2,9.351453,8.443289,6.336965,10,5.374384,7.538659,9.099942,5.069772,6.42004,6.863251,1
2010,HKG,1,8.055882,9.477112,8,10,8.883249,8.467693,7.697097,8.540569,8.333333,8.333333,7.066298,7.971911,8.709934,8.512912,1,8.181453,8.205965,9.502764,9.53252,2,9.310312,9.995556,8.843055,10,8.626231,9.366211,10,9.290682,8.853426,9.38137,1
2010,HUN,45,3.214706,4.545504,8,4,4.940052,4.867819,3.415731,5.542253,10,6.666667,6.576328,8.035157,5.412231,6.524911,0.962963,6.220531,9.762874,9.59689,9.023912,2,9.595919,8.34067,7.658161,10,5.806176,7.951252,9.452649,7.275891,6.732634,7.820391,1
2010,ISL,102,1.882353,7.423978,7,3,4.826583,8.046525,6.295604,6.961772,10,10,6.823704,9.135496,8.788397,8.938676,1,8.332241,5.782383,8.996472,8.920699,0,5.924888,6.510756,6.214608,9.479084,3.552738,6.439296,4.666667,7.718418,8.186654,6.857246,1
2010,IND,107,6.764706,8.969258,6,7,7.183491,5.573202,4.694261,5.487758,6.666667,6.666667,2.593854,6.768842,5.145835,6.359035,0.962963,5.44789,8.930851,9.132694,7.601541,0,6.416271,6.383556,6.454389,10,2.152356,6.247575,6.666894,8.050147,5.210026,6.642356,1
2010,IDN,77,7.720588,9.36158,7,7.5,7.895542,4.332283,4.529095,4.942202,4.166667,5,1.168873,6.034135,4.564581,5.573637,0.896552,4.247377,8.659918,8.317703,8.973449,2,8.987767,7.8864,6.289378,10,2.911528,6.771826,8.154386,4.663812,6.178827,6.332342,1
2010,IRN,132,5.711765,7.989101,6,7,6.675216,4.694467,3.758835,5.63034,8.333333,6.666667,5.625799,5.868159,5.768126,5.695586,0.517241,4.386624,9.796568,6.936789,7.972571,2,8.676482,4.106667,5.061399,10,1.037264,5.051333,4.308308,4.631726,5.280505,4.74018,0
2010,IRL,16,3.411765,5.267847,7,4,4.919903,8.776843,5.80645,8.31315,10,10,3.931481,7.145206,8.386848,7.785701,1,7.793964,9.225747,8.888871,9.810767,2,9.481346,8.34067,8.352132,10,8.523337,8.804035,6,7.941787,8.073897,7.338561,1
2010,ISR,43,3.411765,7.26049,10,4,6.168064,8.634687,5.19255,7.145005,4.166667,8.333333,3.46274,5.634954,6.024087,6.825801,0.962963,6.043726,7.176387,9.19843,9.461408,2,8.959056,7.399778,8.031493,10,7.487834,8.229776,9.265765,5.283282,7.121652,7.223566,1
2010,ITA,57,4.382353,3.556948,10,3,5.234825,4.987338,2.733388,5.416411,10,6.666667,3.183239,8.01052,6.765709,5.764338,1,5.947512,9.331432,9.629921,9.692021,2,9.663344,8.34067,6.885051,10,6.101628,7.831837,9.269896,6.477125,6.047479,7.264834,1
2010,JAM,70,6.732353,9.758856,7,7,7.622802,5.724128,3.973018,5.519112,10,3.333333,2.757563,6.835394,4.226197,1.52934,0.925926,4.696915,8.182221,6.240656,7.478098,2,7.975244,7.495556,6.512671,10,4.800258,7.202121,8.233158,7.805365,6.046818,7.36178,1
2010,JPN,19,4.264706,3.945777,8,5,5.302621,8.047896,5.919492,7.814345,8.333333,8.333333,5.79501,7.861757,8.09847,7.450211,0.965517,7.387489,9.933245,9.757591,9.856044,2,9.88672,7.135822,6.897555,10,5.4571,7.372619,8.375731,8.303839,7.260076,7.979882,1
2010,JOR,33,5.529412,8.350681,8,7.5,7.345023,5.590088,4.739542,6.977869,8.333333,6.666667,3.376287,7.137782,7.638526,7.727703,0.482759,4.793248,9.456448,8.043381,8.997212,2,9.12426,6.951111,6.873591,10,7.735665,7.890092,8.901027,8.4071,6.9194,8.075842,1
2010,KAZ,72,6.479412,8.885286,7,9,7.841174,2.895487,3.760344,4.292433,8.333333,6.666667,6.188682,9.211159,3.84017,5.768403,0.962963,5.557004,7.201506,7.200705,8.576837,2,8.244762,6.697867,3.035194,10,2.563332,5.574098,8.919753,7.080413,6.519453,7.50654,1
2010,KEN,75,7.205882,9.789373,6,8,7.748814,3.23686,4.099329,4.418787,6.666667,3.333333,4.092266,7.37699,3.683307,4.118593,0.777778,4.051964,7.377343,8.380433,9.207722,2,8.741375,6.866667,6.002569,10,4.520196,6.847358,8.478992,7.567312,5.634284,7.226863,1
2010,KOR,26,5.129412,8.276022,8,6,6.851358,4.592749,3.709539,5.920541,6.666667,8.333333,8.105417,8.115681,6.494962,6.573749,0.962963,6.381008,9.571069,9.322641,9.414894,2,9.577151,5.644444,6.977815,10,7.763679,7.596485,9.333333,4.67602,7.35676,7.122038,1
2010,KWT,71,0.676471,7.043521,7,10,6.179998,6.881347,5.05706,6.628991,8.333333,8.333333,5.056707,8.94738,6.660059,7.960392,0.592593,5.650041,9.066148,4.001307,9.19598,2,8.065859,8.839556,7.269539,10,4.23247,7.585391,8.333333,7.16322,6.234816,7.24379,1
2010,KGZ,95,6.341176,8.617711,6,8.5,7.364722,1.515441,2.618114,2.365502,3.8,?,6.743089,9.182339,2.929146,5.986495,0.962963,4.311173,7.195155,7.2225,8.406456,2,8.206028,8.689778,2.488133,10,4.358309,6.384055,7.856253,6.45588,6.030188,6.780774,1
2010,LVA,50,5.176471,3.907357,7,5.5,5.395957,4.682842,3.439161,5.216164,8.333333,8.333333,6.280109,9.002391,5.340462,6.981933,1,6.401081,9.228758,6.71905,9.78235,2,8.93254,8.34067,7.48524,10,6.369163,8.048768,8.573167,6.711382,6.877171,7.38724,1
2010,LBN,54,8.155882,8.725613,10,10,9.220374,2.479096,2.942015,5.761008,3.333333,6.666667,3.159426,7.620994,3.942928,6.247953,0.777778,4.163301,9.347594,8.780265,9.202032,2,9.332473,7.094222,6.063291,10,5.467554,7.156267,5,8.106279,5.487737,6.198005,1
2010,LSO,123,3.823529,8.714293,2,?,4.845941,3.130203,3.355663,4.078023,7.6,?,3.815156,5.461487,3.934936,4.494617,0.925926,4.317695,8.075338,8.99893,9.284403,1,7.839668,4.6704,5.096881,10,4.949732,6.179253,10,6.555476,5.057266,7.204247,1
2010,LTU,29,4.832353,5.346049,10,7,6.7946,3.98967,4.283599,5.580108,8.333333,6.666667,6.958153,9.680333,5.26511,7.273178,1,6.447795,9.75633,7.968463,9.736428,2,9.365305,8.34067,7.345842,10,4.910683,7.649299,6.666667,7.423757,7.158121,7.082848,1
2010,LUX,25,1.617647,3.491826,7,4,4.027368,8.485012,7.220554,8.821591,10,10,7.456059,6.131939,8.122001,8.384586,1,8.291305,8.870489,9.002607,9.54485,2,9.354486,8.34067,8.826695,10,6.33888,8.376561,9.209186,5.702609,7.83875,7.583515,1
2010,MKD,73,6.032353,4.758411,4,8.5,5.822691,3.145067,3.438478,4.41934,5.1,?,5.786483,8.225026,5.258462,6.446129,0.962963,5.13057,8.047386,9.15753,9.678131,1,7.970762,8.049778,6.975215,10,4.778538,7.450883,9.645509,7.805975,7.310844,8.254109,1
2010,MDG,104,8.876471,10,10,7,8.969118,2.096292,2.96749,2.968482,1.666667,4.166667,2.423723,5.117117,2.426301,4.037623,0.862069,2.883141,8.797818,9.466505,8.150657,1,7.853745,6.688578,6.109746,10,1.522755,6.08027,7.935559,4.996876,5.841701,6.258045,1
2010,MWI,114,7.144118,9.769823,4,8,7.228485,5.572261,5.036634,5.031666,6.666667,5,3.113271,7.644077,5.356067,5.810398,0.925926,5.267519,6.366135,8.04237,8.517682,0,5.731547,5.947867,4.334671,10,4.740328,6.255717,7.698332,7.234254,5.695126,6.875904,1
2010,MYS,77,5.602941,8.910082,2,8,6.128256,6.129752,6.586,7.18987,8.333333,6.666667,5.59072,8.00809,6.716068,6.561484,0.666667,5.720554,8.931259,7.509873,9.657993,0,6.524781,6.923111,7.089167,10,5.966207,7.494621,9.501933,7.939089,7.687667,8.376229,1
2010,MLI,126,5.314706,10,4,?,6.438235,2.887658,4.225791,4.105755,5.833333,5,2.632466,5.474516,3.98366,6.287295,0.724138,3.872651,9.379451,8.294203,9.778215,0,6.862967,7.617822,5.535418,10,2.682851,6.459023,8.96414,5.226908,5.495468,6.562172,1
2010,MLT,19,4.279412,5.920981,6,7,5.800098,6.891049,5.010386,7.085747,10,8.333333,?,?,6.924432,8.374425,1,7.517053,8.588861,9.870178,9.696633,2,9.538918,8.34067,7.446916,10,6.74541,8.133249,9.251014,6.764096,4.875919,6.963677,1
2010,MRT,136,3.729412,?,10,5,6.243137,2.685985,4.176034,4.269831,3.333,3.333,6.266497,7.528995,2.743342,6.102469,0.655172,3.718543,8.364046,3.833946,8.743292,1,6.485321,7.638,4.934621,10,1.454988,6.006902,8.011011,6.384516,4.832294,6.409274,0
2010,MUS,7,7.091176,8.450136,7,9,7.885328,6.428729,5.796201,7.058719,7.7,?,4.546395,6.099878,5.469564,6.54378,1,6.205408,8.824677,8.866295,9.421406,2,9.278094,9.168622,7.344068,10,6.661789,8.29362,9.492237,7.632025,7.599239,8.241167,1
2010,MEX,89,7.285294,6.531335,6,7.5,6.829157,3.737665,3.722374,5.05399,7.5,3.333333,5.392659,6.859287,2.641928,2.909726,1,4.572329,8.48279,9.612721,9.168504,1,8.066004,6.575111,7.230944,10,4.200698,7.001688,8.648148,5.395185,6.594437,6.879257,1
2010,MDA,97,6.147059,6.073297,7,7,6.555089,1.988654,3.340614,3.862958,6.666667,7.5,6.074042,9.609664,3.409945,6.82267,0.925926,5.272245,8.055403,7.95868,8.520058,1,7.383535,8.636089,5.388942,10,3.195973,6.805251,9.09499,5.502422,6.059366,6.885592,1
2010,MNG,64,6.267647,7.076022,10,9,8.085917,2.667386,3.206969,3.840694,8.333333,6.666667,6.238903,9.101815,4.418596,6.524135,0.925926,5.45663,4.739852,6.172079,7.970074,2,7.220501,9.131111,4.347217,10,4.288971,6.941825,9.5,7.177176,6.058004,7.578394,1
2010,MNE,41,5.235294,?,6,7.5,6.245098,5.275692,5.410129,6.199912,7.7,?,4.795719,7.639149,6.520306,8.200997,0.962963,6.347965,9.941278,8.477557,9.869011,1,8.321961,8.129867,7.233181,10,6.151673,7.87868,9.779479,7.662224,6.198861,7.880188,1
2010,MAR,104,4.873529,8.13297,8,5,6.501625,4.284938,4.829738,5.621298,6.666667,8.333333,5.089875,6.971872,5.341565,6.600243,0.827586,5.456312,9.288493,9.181254,9.802529,0,7.068069,5.546267,6.868265,10,4.754266,6.792199,7.399396,4.519475,6.713562,6.210811,1
2010,MOZ,142,5.764706,9.007084,0,6,5.192948,2.825874,3.691053,4.168437,6.666667,5,0,6.346444,4.31934,5.058862,0.962963,4.152395,7.367199,8.597499,7.459752,0,5.856113,7.976933,5.65491,10,2.421912,6.513439,8.94063,2.756673,5.752305,5.816536,0
2010,MMR,152,7.038235,?,4,5,5.346078,?,2.9,?,1.666667,5,?,?,?,?,0.926829,3.072222,7.713533,6.761158,8.456324,0,5.732754,5.345067,?,0,0,1.781689,5.083016,?,?,4.343591,0
